"編號","名稱","資產淨值","資產淨值+ 殼價","市值","流通市值","理論價","現價","溢價/折讓","內資股(佔比)","最近3年盈利","CCASS頭5+ 非流通 ","券商數目","上市日","招股價","行業"
08429.hk,華美樂樂,4.6千萬,1.5億,2.3千萬,2.0千萬,0.30,0.05,-84.18%,-,-2.9千萬,82.75%,75,2017/12/08,0.55,N/A
08285.hk,森浩集團,-1.0千萬,9.0千萬,2.3千萬,5.7百萬,0.16,0.04,-71.87%,-,-2.0千萬,91.68%,82,2018/01/16,0.43,N/A
08003.hk,世大控股,2.7百萬,1.0億,2.2千萬,1.5千萬,0.31,0.07,-78.31%,-,-1.8千萬,68.75%,161,1999/12/02,1.5,N/A
08076.hk,新利軟件,-1.5百萬,9.8千萬,2.2千萬,1.7千萬,0.07,0.02,-77.26%,-,-3.5千萬,60.67%,105,2001/09/05,0.48,N/A
08079.hk,曌生命,3.1千萬,1.3億,2.2千萬,2.0千萬,3.57,0.60,-83.18%,-,-1.6億,60.64%,144,2001/10/15,0.5,N/A
00204.hk,資本界金控,4.4億,7.4億,2.2千萬,1.9千萬,2.96,0.09,-96.96%,-,-2.1億,65.82%,199,2000/12/12,0.33,金融證券
08293.hk,星亞控股,N/A,N/A,2.2千萬,2.1千萬,N/A,0.10,N/A,-,-3.8百萬,72.15%,146,2016/07/15,1.0,N/A
08052.hk,陸慶娛樂,-8.8百萬,9.1千萬,2.2千萬,2.1千萬,0.17,0.04,-75.36%,-,-2.7千萬,88.91%,112,2016/11/11,0.21,N/A
08455.hk,禮建德集團,-6.7百萬,9.3千萬,2.2千萬,1.7千萬,0.10,0.03,-69.13%,-,-2.5千萬,74.03%,113,2017/04/12,0.26,N/A
03919.hk,金力集團,3.4億,6.4億,2.2千萬,1.4千萬,14.21,0.51,-96.41%,-,-1.7千萬,74.46%,114,2015/06/05,1.35,電子
00997.hk,普匯中金國際,1.7億,4.7億,2.1千萬,2.1千萬,0.40,0.02,-95.54%,-,-7.3億,76.3%,155,2000/03/10,1.52,地產
08059.hk,朝威控股,-3.7千萬,6.3千萬,2.1千萬,2.1千萬,0.06,0.02,-66.10%,-,-3.8千萬,74.93%,119,2014/08/15,0.4,N/A
08356.hk,進業控股,-3.3千萬,6.7千萬,2.1千萬,1.2千萬,0.89,0.28,-68.54%,-,-2.1千萬,77.2%,141,2010/08/30,1.28,N/A
08471.hk,新達控股,5.6千萬,1.6億,2.1千萬,2.1千萬,2.12,0.29,-86.29%,-,-4.8千萬,73.3%,92,2017/07/21,0.3,N/A
08631.hk,申港控股,-1.5千萬,8.5千萬,2.1千萬,2.1千萬,1.77,0.43,-75.64%,-,-6.1千萬,87.01%,82,2019/01/08,0.6,N/A
00362.hk,中國天化工,-10.8億,-7.8億,2.0千萬,2.0千萬,N/A,0.01,N/A,-,-13.8億,52.05%,231,2001/05/02,0.25,石油化工
08018.hk,匯財金融投資,3.9千萬,1.4億,2.0千萬,2.0千萬,0.28,0.04,-87.29%,-,-5.3千萬,56.73%,170,2013/09/26,0.82,N/A
08161.hk,醫匯集團,8.4百萬,1.1億,2.0千萬,4.2百萬,2.60,0.47,-81.96%,-,-2.0萬,89.79%,82,2016/05/31,0.27,N/A
02231.hk,景業名邦集團,-7.8億,-4.8億,2.0千萬,2.0千萬,N/A,0.01,N/A,-,-28.4億,75.57%,104,2019/12/05,3.16,地產
00509.hk,世紀陽光,8.0億,11.0億,1.9千萬,1.6千萬,9.65,0.17,-98.24%,-,-23.7億,64.39%,170,2004/02/17,0.55,保健及生物科技
08179.hk,百利達集團控股,3.4億,4.4億,1.9千萬,1.3千萬,0.23,0.01,-95.66%,-,-1.1億,61.02%,183,2011/07/08,1.0,N/A
08367.hk,倩碧控股,-1.2千萬,8.8千萬,1.9千萬,1.7千萬,0.91,0.20,-78.08%,-,-1.3千萬,82.07%,116,2018/02/26,0.275,N/A
01736.hk,中國育兒網絡,-3.3千萬,2.7億,1.9千萬,8.9百萬,5.22,0.46,-91.29%,-,-8.1千萬,75.05%,126,2015/07/08,1.39,科技
08437.hk,德斯控股,N/A,N/A,1.7千萬,1.2千萬,N/A,0.25,N/A,-,-2.9千萬,78.84%,105,2017/10/13,0.48,N/A
08347.hk,Ｆ８企業,9.1千萬,1.9億,1.6千萬,1.6千萬,1.39,0.12,-91.45%,-,-9.5百萬,73.48%,94,2017/04/12,0.32,N/A
08452.hk,富銀融資股份,4.6億,5.6億,1.6千萬,1.6千萬,1.55,0.22,-85.83%,-,-5.1千萬,75.19%,63,2017/05/23,1.31,N/A
08103.hk,ＨＭＶＯＤ視頻,-5.3千萬,4.7千萬,1.5千萬,1.5千萬,0.36,0.12,-67.17%,-,-2.2千萬,69.54%,153,2000/09/08,0.56,N/A
08176.hk,超人智能,-7.6千萬,2.4千萬,1.5千萬,8.7百萬,0.03,0.02,-37.80%,-,-5.0千萬,76.91%,129,2002/02/19,0.3,N/A
08069.hk,飛道旅遊科技,2.4百萬,1.0億,1.5千萬,1.1千萬,2.51,0.38,-84.84%,-,-8.8百萬,72.4%,115,2017/01/12,0.8,N/A
01749.hk,杉杉品牌,3.2億,6.2億,1.5千萬,1.5千萬,4.64,0.44,-90.51%,-,7.9千萬,42.56%,95,2018/06/27,3.78,紡織及服飾製造
08296.hk,中國生命集團,1.4億,2.4億,1.4千萬,1.2千萬,2.54,0.15,-94.10%,-,-2.4千萬,68.43%,172,2009/09/09,0.72,N/A
01007.hk,龍輝國際控股,-2.1億,9.2千萬,1.3千萬,1.3千萬,0.49,0.07,-85.59%,-,-1.3億,54.07%,220,2010/10/28,4.39,食品及飲料製造
01010.hk,天璽曜１１,-1.6億,1.4億,1.3千萬,1.2千萬,0.32,0.03,-90.07%,-,-2.5億,51.06%,116,1994/02/18,1.23,電子
08430.hk,春能控股,N/A,N/A,1.3千萬,1.3千萬,N/A,0.08,N/A,-,-8.5百萬,70.87%,112,2017/10/18,0.44,N/A
00299.hk,寶新置地,-4.8億,-1.8億,1.2千萬,1.1千萬,N/A,0.11,N/A,-,-28.6億,75.43%,211,2004/04/30,1.77,地產
08286.hk,長城微光,-1.9億,-9.4千萬,1.2千萬,9.9百萬,N/A,0.11,N/A,-,-7.5千萬,83.02%,66,2004/05/18,0.4,N/A
08291.hk,港娛國際,-6.8千萬,3.2千萬,1.2千萬,1.2千萬,0.60,0.25,-58.84%,-,-3.3千萬,76.96%,106,2017/07/18,0.65,N/A
08133.hk,吉盛集團控股,1.8千萬,1.2億,1.1千萬,1.1千萬,3.08,0.28,-90.92%,-,-1.1千萬,53.17%,119,2015/04/30,0.2,N/A
08496.hk,環球友飲智能,3.0千萬,1.3億,1.1千萬,8.1百萬,0.49,0.04,-91.58%,-,-8.8百萬,86.59%,80,2020/05/18,0.9,N/A
